c_occu_jail,c_occu_wr,c_occu_hd,c_vio,ocp_jl_low_los,ocp_jl_total,ocp_wr_low_los,ocp_wr_total,ocp_hd_low_los,ocp_hd_total,class_mild,need,placement
0.00144,0.00043200000000000004,0.00043200000000000004,0.5,114,230,83,157,244,244,1,1,home detention
0.00144,0.00043200000000000004,0.00043200000000000004,0.5,114,230,83,157,244,244,1,1,home detention
0.00144,0.00043200000000000004,0.00043200000000000004,0.5,114,230,83,157,244,244,1,1,home detention
0.00144,0.00043200000000000004,0.00043200000000000004,0.5,114,230,83,157,244,244,1,1,home detention
0.00144,0.00043200000000000004,0.00043200000000000004,0.5,114,230,83,157,244,244,1,1,home detention
0.00144,0.00043200000000000004,0.00043200000000000004,0.5,115,231,73,158,251,251,0,1,jail
0.00144,0.00043200000000000004,0.00043200000000000004,0.5,115,231,73,158,251,251,0,1,jail
0.00144,0.00043200000000000004,0.00043200000000000004,0.5,115,231,73,158,251,251,0,1,jail
0.00144,0.00043200000000000004,0.00043200000000000004,0.5,115,231,73,158,251,251,0,1,jail
0.00144,0.00043200000000000004,0.00043200000000000004,0.5,115,231,73,158,251,251,0,1,jail
0.00144,0.00043200000000000004,0.00043200000000000004,0.5,115,231,73,158,251,251,1,1,home detention
0.00144,0.00043200000000000004,0.00043200000000000004,0.5,115,231,73,158,251,251,1,1,home detention
0.00144,0.00043200000000000004,0.00043200000000000004,0.5,115,231,73,158,251,251,1,1,home detention
0.00144,0.00043200000000000004,0.00043200000000000004,0.5,115,231,73,158,251,251,1,1,home detention
0.00144,0.00043200000000000004,0.00043200000000000004,0.5,115,231,73,158,251,251,1,1,home detention
0.00144,0.00043200000000000004,0.00043200000000000004,0.5,115,231,73,158,251,251,1,1,home detention
0.00144,0.00043200000000000004,0.00043200000000000004,0.5,119,236,67,157,252,257,0,1,jail
0.00144,0.00043200000000000004,0.00043200000000000004,0.5,119,236,67,157,252,257,0,1,jail
0.00144,0.00043200000000000004,0.00043200000000000004,0.5,119,236,67,157,252,257,1,1,home detention
0.00144,0.00043200000000000004,0.00043200000000000004,0.5,119,236,67,157,252,257,1,1,home detention
0.00144,0.00043200000000000004,0.00043200000000000004,0.5,119,236,67,157,252,257,1,1,home detention
0.00144,0.00043200000000000004,0.00043200000000000004,0.5,119,236,67,157,252,257,1,1,home detention
0.00144,0.00043200000000000004,0.00043200000000000004,0.5,119,236,67,157,252,257,1,1,home detention
0.00144,0.00043200000000000004,0.00043200000000000004,0.5,119,236,67,157,252,257,1,1,home detention
0.00144,0.00043200000000000004,0.00043200000000000004,0.5,119,236,67,157,252,257,1,1,home detention
0.00144,0.00043200000000000004,0.00043200000000000004,0.5,116,237,59,156,251,264,0,1,jail
0.00144,0.00043200000000000004,0.00043200000000000004,0.5,116,237,59,156,251,264,0,1,jail
0.00144,0.00043200000000000004,0.00043200000000000004,0.5,116,237,59,156,251,264,0,1,jail
0.00144,0.00043200000000000004,0.00043200000000000004,0.5,116,237,59,156,251,264,0,1,jail
0.00144,0.00043200000000000004,0.00043200000000000004,0.5,116,237,59,156,251,264,0,1,jail
0.00144,0.00043200000000000004,0.00043200000000000004,0.5,116,237,59,156,251,264,1,1,home detention
0.00144,0.00043200000000000004,0.00043200000000000004,0.5,116,237,59,156,251,264,1,1,home detention
0.00144,0.00043200000000000004,0.00043200000000000004,0.5,116,237,59,156,251,264,1,1,home detention
0.00144,0.00043200000000000004,0.00043200000000000004,0.5,116,237,59,156,251,264,1,1,home detention
0.00144,0.00043200000000000004,0.00043200000000000004,0.5,116,237,59,156,251,264,1,1,home detention
0.00144,0.00043200000000000004,0.00043200000000000004,0.5,116,237,59,156,251,264,1,1,home detention
0.00144,0.00043200000000000004,0.00043200000000000004,0.5,122,243,49,155,257,270,0,1,jail
0.00144,0.00043200000000000004,0.00043200000000000004,0.5,122,243,49,155,257,270,1,1,home detention
0.00144,0.00043200000000000004,0.00043200000000000004,0.5,122,243,49,155,257,270,1,1,home detention
0.00144,0.00043200000000000004,0.00043200000000000004,0.5,122,243,49,155,257,270,1,1,home detention
0.00144,0.00043200000000000004,0.00043200000000000004,0.5,122,243,49,155,257,270,1,1,home detention
0.00144,0.00043200000000000004,0.00043200000000000004,0.5,122,243,49,155,257,270,1,1,home detention
0.00144,0.00043200000000000004,0.00043200000000000004,0.5,122,243,49,155,257,270,1,1,home detention
0.00144,0.00043200000000000004,0.00043200000000000004,0.5,122,243,49,155,257,270,1,1,home detention
0.00144,0.00043200000000000004,0.00043200000000000004,0.5,122,243,49,155,257,270,1,1,home detention
0.00144,0.00043200000000000004,0.00043200000000000004,0.5,122,243,49,155,257,270,1,1,home detention
0.00144,0.00043200000000000004,0.00043200000000000004,0.5,118,244,40,155,260,280,0,1,jail
0.00144,0.00043200000000000004,0.00043200000000000004,0.5,118,244,40,155,260,280,1,1,jail
0.00144,0.00043200000000000004,0.00043200000000000004,0.5,118,244,40,155,260,280,1,1,jail
0.00144,0.00043200000000000004,0.00043200000000000004,0.5,118,244,40,155,260,280,1,1,jail
0.00144,0.00043200000000000004,0.00043200000000000004,0.5,118,244,40,155,260,280,1,1,jail
0.00144,0.00043200000000000004,0.00043200000000000004,0.5,118,244,40,155,260,280,1,1,jail
0.00144,0.00043200000000000004,0.00043200000000000004,0.5,118,244,40,155,260,280,1,1,jail
0.00144,0.00043200000000000004,0.00043200000000000004,0.5,118,244,40,155,260,280,1,1,jail
0.00144,0.00043200000000000004,0.00043200000000000004,0.5,118,244,40,155,260,280,1,1,jail
0.00144,0.00043200000000000004,0.00043200000000000004,0.5,118,244,40,155,260,280,1,1,jail
0.00144,0.00043200000000000004,0.00043200000000000004,0.5,118,244,40,155,260,280,1,1,jail
0.00144,0.00043200000000000004,0.00043200000000000004,0.5,118,244,40,155,260,280,1,1,jail
0.00144,0.00043200000000000004,0.00043200000000000004,0.5,118,244,40,155,260,280,1,1,jail
0.00144,0.00043200000000000004,0.00043200000000000004,0.5,128,257,40,156,254,279,0,1,jail
0.00144,0.00043200000000000004,0.00043200000000000004,0.5,128,257,40,156,254,279,0,1,jail
0.00144,0.00043200000000000004,0.00043200000000000004,0.5,128,257,40,156,254,279,0,1,jail
0.00144,0.00043200000000000004,0.00043200000000000004,0.5,128,257,40,156,254,279,0,1,jail
0.00144,0.00043200000000000004,0.00043200000000000004,0.5,128,257,40,156,254,279,1,1,home detention
0.00144,0.00043200000000000004,0.00043200000000000004,0.5,128,257,40,156,254,279,1,1,home detention
0.00144,0.00043200000000000004,0.00043200000000000004,0.5,128,257,40,156,254,279,1,1,home detention
0.00144,0.00043200000000000004,0.00043200000000000004,0.5,128,257,40,156,254,279,1,1,home detention
0.00144,0.00043200000000000004,0.00043200000000000004,0.5,128,257,40,156,254,279,1,1,home detention
0.00144,0.00043200000000000004,0.00043200000000000004,0.5,128,257,40,156,254,279,1,1,home detention
0.00144,0.00043200000000000004,0.00043200000000000004,0.5,128,257,40,156,254,279,1,1,home detention
0.00144,0.00043200000000000004,0.00043200000000000004,0.5,129,260,36,156,259,287,0,1,jail
0.00144,0.00043200000000000004,0.00043200000000000004,0.5,129,260,36,156,259,287,0,1,jail
0.00144,0.00043200000000000004,0.00043200000000000004,0.5,129,260,36,156,259,287,0,1,jail
0.00144,0.00043200000000000004,0.00043200000000000004,0.5,129,260,36,156,259,287,0,1,jail
0.00144,0.00043200000000000004,0.00043200000000000004,0.5,129,260,36,156,259,287,0,1,jail
0.00144,0.00043200000000000004,0.00043200000000000004,0.5,129,260,36,156,259,287,1,1,home detention
0.00144,0.00043200000000000004,0.00043200000000000004,0.5,129,260,36,156,259,287,1,1,home detention
0.00144,0.00043200000000000004,0.00043200000000000004,0.5,129,260,36,156,259,287,1,1,home detention
0.00144,0.00043200000000000004,0.00043200000000000004,0.5,129,260,36,156,259,287,1,1,home detention
0.00144,0.00043200000000000004,0.00043200000000000004,0.5,129,260,36,156,259,287,1,1,home detention
0.00144,0.00043200000000000004,0.00043200000000000004,0.5,129,260,36,156,259,287,1,1,home detention
0.00144,0.00043200000000000004,0.00043200000000000004,0.5,129,260,36,156,259,287,1,1,home detention
0.00144,0.00043200000000000004,0.00043200000000000004,0.5,129,260,36,156,259,287,1,1,home detention
0.00144,0.00043200000000000004,0.00043200000000000004,0.5,129,260,36,156,259,287,1,1,home detention
0.00144,0.00043200000000000004,0.00043200000000000004,0.5,131,265,26,153,267,296,0,1,jail
0.00144,0.00043200000000000004,0.00043200000000000004,0.5,131,265,26,153,267,296,0,1,jail
0.00144,0.00043200000000000004,0.00043200000000000004,0.5,131,265,26,153,267,296,0,1,jail
0.00144,0.00043200000000000004,0.00043200000000000004,0.5,131,265,26,153,267,296,1,1,home detention
0.00144,0.00043200000000000004,0.00043200000000000004,0.5,131,265,26,153,267,296,1,1,home detention
0.00144,0.00043200000000000004,0.00043200000000000004,0.5,131,265,26,153,267,296,1,1,home detention
0.00144,0.00043200000000000004,0.00043200000000000004,0.5,131,265,26,153,267,296,1,1,home detention
0.00144,0.00043200000000000004,0.00043200000000000004,0.5,131,265,26,153,267,296,1,1,home detention
0.00144,0.00043200000000000004,0.00043200000000000004,0.5,131,265,26,153,267,296,1,1,home detention
0.00144,0.00043200000000000004,0.00043200000000000004,0.5,121,268,26,150,269,302,0,1,jail
0.00144,0.00043200000000000004,0.00043200000000000004,0.5,121,268,26,150,269,302,0,1,jail
0.00144,0.00043200000000000004,0.00043200000000000004,0.5,121,268,26,150,269,302,0,1,jail
0.00144,0.00043200000000000004,0.00043200000000000004,0.5,121,268,26,150,269,302,1,1,home detention
0.00144,0.00043200000000000004,0.00043200000000000004,0.5,121,268,26,150,269,302,1,1,home detention
0.00144,0.00043200000000000004,0.00043200000000000004,0.5,121,268,26,150,269,302,1,1,home detention
0.00144,0.00043200000000000004,0.00043200000000000004,0.5,121,268,26,150,269,302,1,1,home detention
0.00144,0.00043200000000000004,0.00043200000000000004,0.5,121,268,26,150,269,302,1,1,home detention
0.00144,0.00043200000000000004,0.00043200000000000004,0.5,121,268,26,150,269,302,1,1,home detention
0.00144,0.00043200000000000004,0.00043200000000000004,0.5,121,268,26,150,269,302,1,1,home detention
0.00144,0.00043200000000000004,0.00043200000000000004,0.5,121,268,26,150,269,302,1,1,home detention
0.00144,0.00043200000000000004,0.00043200000000000004,0.5,121,268,26,150,269,302,1,1,home detention
0.00144,0.00043200000000000004,0.00043200000000000004,0.5,126,273,19,140,270,309,0,1,work release
0.00144,0.00043200000000000004,0.00043200000000000004,0.5,126,273,19,140,270,309,0,1,work release
0.00144,0.00043200000000000004,0.00043200000000000004,0.5,126,273,19,140,270,309,1,1,work release
0.00144,0.00043200000000000004,0.00043200000000000004,0.5,126,273,19,140,270,309,1,1,work release
0.00144,0.00043200000000000004,0.00043200000000000004,0.5,126,273,19,140,270,309,1,1,work release
0.00144,0.00043200000000000004,0.00043200000000000004,0.5,126,273,19,140,270,309,1,1,work release
